 it num_thr  ply        time       nps  eval           nodes  move 
  0       1    1  0.00015848    574204   -30              91  a1c1 
  0       1    2  0.00092955  11816470   -46           10984  a1c1 
  0       1    3  0.00107959  13759840   -29           14855  h1h2 
  0       1    4   0.0610057  20998389   -43         1281021  d1c2 
  0       1    5    0.140795  20605051   -30         2901094  d1c2 
  0       1    6     7.58679  21816479   -37       165517124  d1c2 
  0       1    7     37.8139  21511194   -14       813422593  g1h3 
  0       2    1  0.00012119    750887   -30              91  a1c1 
  0       2    2  0.00103841  19349756   -46           20093  a1c1 
  0       2    3   0.0009099  30464886   -29           27720  h1h2 
  0       2    4   0.0463877  40136980   -43         1861862  d1c2 
  0       2    5     0.10241  39794074   -30         4075297  d1c2 
  0       2    6     6.45827  41848801   -37       270270656  d1c2 
  0       2    7     19.8702  40835286   -14       811404638  g1h3 
  0       3    1 0.000533051    178219   -30              95  a1c1 
  0       3    2  0.00021923  14633033   -46            3208  a1c1 
  0       3    3  0.00053093  38144388   -29           20252  h1h2 
  0       3    4   0.0207272  58979329   -43         1222475  d1c2 
  0       3    5   0.0831945  59153095   -30         4921212  d1c2 
  0       3    6     4.63839  62146224   -37       288258165  d1c2 
  0       3    7     8.05958  62032520   -14       499956088  g1h3 
  0       4    1  0.00036702    373276   -30             137  a1c1 
  0       4    2  0.00016659  18416471   -46            3068  a1c1 
  0       4    3   0.0005387  38449972   -29           20713  h1h2 
  0       4    4    0.018047  76909181   -43         1387982  d1c2 
  0       4    5   0.0679068  79494621   -30         5398228  d1c2 
  0       4    6     3.04116  82613619   -37       251240930  d1c2 
  0       4    7     8.26851  84063714   -14       695081952  g1h3 
  0       5    1  0.00027053    480538   -30             130  a1c1 
  0       5    2  0.00019787  24794056   -46            4906  a1c1 
  0       5    3  0.00043232  52787287   -29           22821  h1h2 
  0       5    4    0.021923  97377513   -43         2134808  d1c2 
  0       5    5   0.0588814  96294926   -30         5669980  d1c2 
  0       5    6     4.57687 102293489   -37       468183859  d1c2 
  0       5    7     9.12502 102461655   -14       934964774  g1h3 
  0       6    1   0.0004907    185449   -30              91  a1c1 
  0       6    2  0.00028853  18438290   -46            5320  a1c1 
  0       6    3  0.00049641  56249874   -29           27923  h1h2 
  0       6    4   0.0133025 116003269   -43         1543135  d1c2 
  0       6    5   0.0428695 119609045   -30         5127577  d1c2 
  0       6    6     1.71823 120844119   -37       207637761  d1c2 
  0       6    7     11.6058 122186704   -14      1418077897  g1h3 
  0       7    1 0.000490739    201736   -30              99  a1c1 
  0       7    2  0.00019231  28064063   -46            5397  a1c1 
  0       7    3 0.000934679  99758312   -29           93242  h1h2 
  0       7    4    0.022744 138417273   -43         3148168  d1c2 
  0       7    5   0.0733407 138749047   -30        10175956  d1c2 
  0       7    6     2.14758 142092643   -37       305155520  d1c2 
  0       7    7     16.6318 142668483   -14      2372839690  g1h3 
  0       8    1 0.000420139    216594   -30              91  a1c1 
  0       8    2  0.00022488  21655994   -46            4870  a1c1 
  0       8    3 0.000944018  93341440   -29           88116  h1h2 
  0       8    4   0.0318419 160056559   -43         5096508  d1c2 
  0       8    5   0.0618173 158104482   -30         9773587  d1c2 
  0       8    6     2.86962 162655712   -37       466760407  d1c2 
  0       8    7     9.34143 159610084   -14      1490985885  g1h3 
  0       9    1 0.000306229    310225   -30              95  a1c1 
  0       9    2  0.00022952  24577378   -46            5641  a1c1 
  0       9    3 0.000672589  92337222   -29           62105  h1h2 
  0       9    4   0.0181628 176401724   -43         3203954  d1c2 
  0       9    5   0.0575658 178036537   -30        10248815  d1c2 
  0       9    6     2.24584 181700459   -37       408071027  d1c2 
  0       9    7     12.6181 181829446   -14      2294341251  g1h3 
  0      10    1  0.00042503    214102   -30              91  a1c1 
  0      10    2 0.000211059  21989112   -46            4641  a1c1 
  0      10    3  0.00049079  86978137   -29           42688  h1h2 
  0      10    4   0.0122416 184419802   -43         2257587  d1c2 
  0      10    5   0.0508486 192876360   -30         9807496  d1c2 
  0      10    6     1.47556 203295009   -37       299973256  d1c2 
  0      10    7     9.99768 199595316   -14      1995491056  g1h3 
  0      11    1 0.000507139    187325   -30              95  a1c1 
  0      11    2  0.00023453  19008229   -46            4458  a1c1 
  0      11    3 0.000575119  89795329   -29           51643  h1h2 
  0      11    4   0.0137125 212371476   -43         2912153  d1c2 
  0      11    5   0.0424693 208353111   -30         8848621  d1c2 
  0      11    6     1.38831 217043320   -37       301323650  d1c2 
  0      11    7     3.57138 217607685   -14       777160101  g1h3 
  0      12    1  0.00030378    299558   -30              91  a1c1 
  0      12    2 0.000228009  21556166   -46            4915  a1c1 
  0      12    3 0.000880559 134961995   -29          118842  h1h2 
  0      12    4   0.0135395 224553644   -43         3040338  d1c2 
  0      12    5   0.0785296 232433162   -30        18252880  d1c2 
  0      12    6     2.26786 234598443   -37       532037366  d1c2 
  0      12    7     10.4171 241988873   -14      2520830560  g1h3 
  0      13    1 0.000570389    291029   -30             166  a1c1 
  0      13    2  0.00026652  33806093   -46            9010  a1c1 
  0      13    3 0.000858989 151403568   -29          130054  h1h2 
  0      13    4   0.0243887 242592385   -43         5916518  d1c2 
  0      13    5   0.0856394 242824527   -30        20795349  d1c2 
  0      13    6     1.50183 244000859   -37       366448963  d1c2 
  0      13    7     12.9771 249906381   -14      3243070876  g1h3 
  0      14    1  0.00051219    343622   -30             176  a1c1 
  0      14    2 0.000301669  28312488   -46            8541  a1c1 
  0      14    3  0.00062018 129023831   -29           80018  h1h2 
  0      14    4   0.0183211 240559314   -43         4407318  d1c2 
  0      14    5   0.0821321 237491927   -30        19505710  d1c2 
  0      14    6     1.87706 244678199   -37       459275497  d1c2 
  0      14    7     9.25879 240896062   -14      2230405528  g1h3 
  0      15    1 0.000656679    252787   -30             166  a1c1 
  0      15    2 0.000316869  27815911   -46            8814  a1c1 
  0      15    3 0.000941439 157376101   -29          148160  h1h2 
  0      15    4   0.0212672 247221597   -43         5257703  d1c2 
  0      15    5   0.0542956 246408458   -30        13378883  d1c2 
  0      15    6     1.81869 248171084   -37       451346753  d1c2 
  0      15    7     10.1009 253241266   -14      2557954562  g1h3 
  0      16    1   0.0005495    172884   -30              95  a1c1 
  0      16    2  0.00036228  16131169   -46            5844  a1c1 
  0      16    3  0.00048957  82319178   -29           40301  h1h2 
  0      16    4   0.0168422 247904528   -43         4175246  d1c2 
  0      16    5   0.0451258 246019856   -30        11101848  d1c2 
  0      16    6     0.97116 252692460   -37       245404772  d1c2 
  0      16    7     5.91134 252902017   -14      1494988673  g1h3 
  0      17    1  0.00052209    317952   -30             166  a1c1 
  0      17    2 0.000326439  23266215   -46            7595  a1c1 
  0      17    3 0.000988819 159893772   -29          158106  h1h2 
  0      17    4   0.0204949 254107542   -43         5207913  d1c2 
  0      17    5    0.172678 263105263   -30        45432501  d1c2 
  0      17    6     1.71139 255298269   -37       436916132  d1c2 
  0      17    7     8.05255 255863673   -14      2060356142  g1h3 
  0      18    1 0.000576829    294714   -30             170  a1c1 
  0      18    2 0.000352169  14646377   -46            5158  a1c1 
  0      18    3  0.00058126 112873757   -29           65609  h1h2 
  0      18    4   0.0192627 255552579   -43         4922625  d1c2 
  0      18    5   0.0470692 253150354   -30        11915590  d1c2 
  0      18    6     1.43876 257332040   -37       370239431  d1c2 
  0      18    7     8.42504 260137506   -14      2191669490  g1h3 
  0      19    1  0.00070183    129661   -30              91  a1c1 
  0      19    2 0.000438739  10181451   -46            4467  a1c1 
  0      19    3 0.000606579 124567451   -29           75560  h1h2 
  0      19    4   0.0196472 261661113   -43         5140903  d1c2 
  0      19    5   0.0570553 259376823   -30        14798810  d1c2 
  0      19    6     1.91314 262799392   -37       502771088  d1c2 
  0      19    7     11.6295 262916199   -14      3057587439  g1h3 
  0      20    1  0.00048744    194895   -30              95  a1c1 
  0      20    2 0.000403619  13554862   -46            5471  a1c1 
  0      20    3 0.000878619 157045317   -29          137983  h1h2 
  0      20    4   0.0134412 261057213   -43         3508929  d1c2 
  0      20    5   0.0830478 263702692   -30        21899939  d1c2 
  0      20    6     1.78273 263893933   -37       470451562  d1c2 
  0      20    7     14.2766 274296695   -14      3916023450  g1h3 
  0      21    1 0.000477989    190380   -30              91  a1c1 
  0      21    2  0.00042347  10754008   -46            4554  a1c1 
  0      21    3 0.000970969 167887955   -29          163014  h1h2 
  0      21    4   0.0188918 265322635   -43         5012428  d1c2 
  0      21    5   0.0540756 263550781   -30        14251669  d1c2 
  0      21    6     1.27524 267342748   -37       340926738  d1c2 
  0      21    7     7.84058 267936313   -14      2100774793  g1h3 
  0      22    1 0.000558939    237950   -30             133  a1c1 
  0      22    2  0.00043143  11267181   -46            4861  a1c1 
  0      22    3 0.000488449  90427045   -29           44169  h1h2 
  0      22    4   0.0163595 271543861   -43         4442318  d1c2 
  0      22    5   0.0715164 270877192   -30        19372160  d1c2 
